General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Resources (AAO),1874
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),82208
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ISD (AAO),6922
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Juvenile Court (AAO),28236
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Med Examiner/Coroner (AAO),1874
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Municipal Transportation(AAO),3548
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Office of Contract Admin(AAO),1674
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Police Commission (AAO),2074
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Defender (AAO),16466
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Library (AAO),7696
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Works (AAO),284420
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Rec & Park (AAO),173650
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Registrar of Voters (AAO),1674
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Treas/Tax Coll (AAO),2074
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,5422
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr Mayor-CDBG (Non-AAO),5422
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Transfer Adjustments-Sources,-945892
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-945892
General Administration & Finance|General Services Agency - City Admin|Fleet Management|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-945892
General Administration & Finance|General Services Agency - City Admin|General Fund,51119186
General Administration & Finance|General Services Agency - City Admin|General Fund|General Fund Support,51119186
General Administration & Finance|General Services Agency - City Admin|General Fund|General Fund Support|General Fund Support,51119186
General Administration & Finance|General Services Agency - City Admin|General Fund|General Fund Support|General Fund Support|General Fund Support,51119186
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts,13620545
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Expenditure Recovery,125000
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Expenditure Recovery|Recovery for Svcs to AAO Funds,125000
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Bus & Enc Dev (AAO),50000
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Child,Youth & Fam (AAO),75000
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Operating Transfers In,13675545
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Operating Transfers In|Other Operating Transfers In (Oti),13675545
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Operating Transfers In|Other Operating Transfers In (Oti)|OTI Fr 1G-General Fund,13675545
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Transfer Adjustments-Sources,-180000
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-180000
General Administration & Finance|General Services Agency - City Admin|Grants For The Arts|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-180000
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services,0
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services|Expenditure Recovery,500000
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services|Expenditure Recovery|Recovery for Svcs to AAO Funds,500000
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Child,Youth & Fam (AAO),500000
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services|Transfer Adjustments-Sources,-500000
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-500000
General Administration & Finance|General Services Agency - City Admin|Immigrant And Language Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-500000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao),540000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery,1529719
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds,1478706
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ADM (AAO),112208
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Airport (AAO),127265
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Bus & Enc Dev (AAO),90000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr City Attorney (AAO),350000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Municipal Transportation(AAO),170383
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr PUC (AAO),244591
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Port Commission (AAO),22599
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Works (AAO),339660
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Rec & Park (AAO),22000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,51013
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr Public Works (Non-AAO),51013
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Fines, Forfeitures & Penalties,525000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties,525000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties|Office of Labor Std Enforcement Penaltie,425000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties|Prevailing Wage Penalties,100000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Intergovernmental Revenues-Other,15000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Intergovernmental Revenues-Other|Other - Governmental Agencies,15000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Intergovernmental Revenues-Other|Other - Governmental Agencies|City Depts Revenue From Ocii,15000
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Transfer Adjustments-Sources,-1529719
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-1529719
General Administration & Finance|General Services Agency - City Admin|Living Wage / Living Health (Mco/Hcao)|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-1529719
General Administration & Finance|General Services Agency - City Admin|Medical Examiner,665000
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Charges for Services,665000
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Charges for Services|Public Safety Service Charges,665000
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Charges for Services|Public Safety Service Charges|Medical Examiner Fees,665000
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Expenditure Recovery,683723
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Expenditure Recovery|Recovery for Svcs to AAO Funds,683723
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Police Commission (AAO),663223
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Defender (AAO),18500
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Sheriff (AAO),2000
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Transfer Adjustments-Sources,-683723
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-683723
General Administration & Finance|General Services Agency - City Admin|Medical Examiner|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-683723
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification,2200000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Business Taxes,2000000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Business Taxes|Payroll Tax,2000000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Business Taxes|Payroll Tax|Payroll Tax,2000000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Expenditure Recovery,100000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Expenditure Recovery|Recovery for Svcs to AAO Funds,100000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Cleanwater (AAO),100000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Other Revenues,200000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Other Revenues|Development Impact Fees & Exactions,200000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Other Revenues|Development Impact Fees & Exactions|Community Improvement Impact Fee,200000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Transfer Adjustments-Sources,-100000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-100000
General Administration & Finance|General Services Agency - City Admin|Neighborhood Beautification|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-100000
General Administration & Finance|General Services Agency - City Admin|Procurement Services,325000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery,3844495
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds,3169495
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ADM (AAO),126500
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Airport (AAO),1146251
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),142091
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ISD (AAO),130163
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr PUC (AAO),472820
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Port Commission (AAO),59990
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Transportation(AAO),495714
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Works (AAO),180337
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr SF General Hospital (AAO),212784
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Treas/Tax Coll (AAO),30000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec-General Unallocated,172845
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,675000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec-Unallocated (Non-AAO Fds),675000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Other Revenues,325000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Other Revenues|Proceeds From Sales of Other City Prop,325000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Other Revenues|Proceeds From Sales of Other City Prop|Sale of Scrap and Waste,325000
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Transfer Adjustments-Sources,-3844495
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-3844495
General Administration & Finance|General Services Agency - City Admin|Procurement Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-3844495
General Administration & Finance|General Services Agency - City Admin|Reproduction Services,119112
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery,7588592
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds,6993418
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Administrative Services (AAO),91838
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Adult Probation (AAO),2542
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Airport (AAO),5000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Animal Care & Control (AAO),10710
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Art Commission (AAO),23861
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Assessor (AAO),238765
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Bldg Inspection (AAO),310448
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Board of Supv (AAO),26914
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Bus & Enc Dev (AAO),34424
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Child Support Services(AAO),48789
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Child,Youth & Fam (AAO),39823
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Children and Families (AAO),21193
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr City Attorney (AAO),39101
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr City Planning (AAO),398751
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Civil Service (AAO),5102
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Cleanwater (AAO),33139
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Comm Health Service (AAO),1328543
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Controller (AAO),191160
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr District Attorney (AAO),25400
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Emergency Communications(AAO),15437
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Environment (AAO),60587
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Ethics Commission (AAO),2033
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Fire Dept (AAO),26677
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr HSS (AAO),12455
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Hetch Hetchy (AAO),3500
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Homelessness Services (Aao),10000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Resources (AAO),48542
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Rights (AAO),4684
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),130000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ISD (AAO),20856
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Juvenile Court (AAO),4575
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Mayor (AAO),78278
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Med Examiner/Coroner (AAO),5856
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Municipal Transportation(AAO),516294
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr PUC (AAO),1048976
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Permit Appeals (AAO),51
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Police Commission (AAO),79647
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Port Commission (AAO),31600
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Defender (AAO),10248
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Library (AAO),73724
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Works (AAO),273308
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Rec & Park (AAO),199606
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Registrar of Voters (AAO),164944
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Rent Arbitration Bd (AAO),30498
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Retirement System (AAO),350000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Sheriff (AAO),91165
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Status of Women (AAO),2136
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Treas/Tax Coll (AAO),793511
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr War Memorial (AAO),8500
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Water Dept (AAO),20227
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,595174
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr Academy of Science (Non-AAO),400
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr Asian Arts Museum (Non-AAO),500
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr County Ed(Non-AAO),70000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr Treas/Tax Coll (Non-AAO),243366
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr Trial Courts (Non-AAO),280908
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Intergovernmental Revenues-Other,11000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Intergovernmental Revenues-Other|Other - Governmental Agencies,11000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Intergovernmental Revenues-Other|Other - Governmental Agencies|City Depts Revenue From Ocii,11000
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Transfer Adjustments-Sources,-7588592
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-7588592
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-7588592
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Unappropriated Fund Balance,108112
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Unappropriated Fund Balance|Unappropriated Fund Balance,108112
General Administration & Finance|General Services Agency - City Admin|Reproduction Services|Unappropriated Fund Balance|Unappropriated Fund Balance|Beginning Fund Balance-Budget Basis,108112
General Administration & Finance|General Services Agency - City Admin|Risk Management / General,158563
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery,22103436
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds,22103436
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ADM (AAO),39736
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Administrative Services (AAO),197631
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Adult Probation (AAO),10500
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Airport (AAO),6574312
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Art Commission (AAO),20002
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Asian Arts Museum (AAO),359131
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Bldg Inspection (AAO),3395
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Board of Supv (AAO),7372
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr City Planning (AAO),8500
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Cleanwater (AAO),246820
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Comm Health Service (AAO),350858
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Controller (AAO),14658
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Conv Facilities Mgmt (AAO),1253606
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Emergency Comm. Dept.,31640
General Administration & Finance|General Services Agency - City Admin|Risk Management / General|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Environment (AAO),6747
