Community Health,1547946103
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Retirement,890482
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Retirement|Retire City Misc,698937
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Nurses),191545
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Social Security,285552
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),223742
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),61810
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Unemployment Insurance,12786
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,12786
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Materials & Supplies,76045
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Materials & Supplies|Materials & Supplies Budget Only,76045
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,76045
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services,2758266
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Employee Expenses,12000
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,12000
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Other Current Expenses,5376
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,5376
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Professional & Specialized Services,2740000
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,2740000
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Training,890
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Non Personnel Services|Training|Training - Budget,890
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries,4262609
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Holiday Pay,57002
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Holiday Pay|Holiday Pay - Misc,57002
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Overtime,9000
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Overtime|Overtime - Misc,9000
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Permanent Salaries-Misc,881132
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Permanent Salaries-Misc|Misc-Regular,881132
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Permanent Salaries-Nurses,3197059
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Permanent Salaries-Nurses|Nurses-Regular,3197059
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Premium Pay,113619
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Premium Pay|Premium Pay - Misc,113619
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Temp Salaries-Misc,4797
Community Health|Public Health|SFGH - Emergency - Psychiatric Services|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,4797
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry,16487143
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits,4981648
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Dental Coverage,254016
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,254016
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Health Service,1804106
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,759258
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Health Service|Health Service-City Match,1044848
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Other Fringe Benefits,59185
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,59185
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Retirement,2059921
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Retirement|Retire City Misc,1930442
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Nurses),129479
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Social Security,772406
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),617671
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),154735
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Unemployment Insurance,32014
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,32014
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies,664267
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies|Food,519000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies|Food|Food,519000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies|Hospital; Clinics & Laboratory Supplies,54000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies|Hospital; Clinics & Laboratory Supplies|Pharmaceutical,54000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies|Other Materials & Supplies,91267
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Materials & Supplies|Other Materials & Supplies|Other Materials & Supplies,91267
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services,147048
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Employee Expenses,2000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,2000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Maintenance Svcs-Building & Structures,67048
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Maintenance Svcs-Building & Structures|Maint Svcs-Buildings & Impvts-Budget,59000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Maintenance Svcs-Building & Structures|Scavenger Services,8048
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Maintenance Svcs-Equipment,5000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Maintenance Svcs-Equipment|Office Equip Maint,5000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Other Current Expenses,46000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Other Current Expenses|Cleaning Laundry,15000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Other Current Expenses|Other Current Expenses,20000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,11000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Professional & Specialized Services,25000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,25000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Training,2000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Non Personnel Services|Training|Training - Budget,2000
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Salaries,10671329
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Salaries|Permanent Salaries-Misc,7805887
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Salaries|Permanent Salaries-Misc|Misc-Regular,7805887
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Salaries|Permanent Salaries-Nurses,2865442
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Salaries|Permanent Salaries-Nurses|Nurses-Regular,2865442
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Services of Other Depts,22851
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Services of Other Depts|Services of Other Depts (AAO Funds),22851
Community Health|Public Health|SFGH - Long Term Care - Rf Psychiatry|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Attorney-Legal Services,22851
Community Health|Public Health|Substance Abuse - Community Care,60815438
Community Health|Public Health|Substance Abuse - Community Care|Allocated Charges,710445
Community Health|Public Health|Substance Abuse - Community Care|Allocated Charges|Allocated Charges,710445
Community Health|Public Health|Substance Abuse - Community Care|Allocated Charges|Allocated Charges|Allocated Charges-Specific Sources,710445
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits,1717167
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Dental Coverage,71743
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,71743
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Health Service,500566
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,195848
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Health Service|Health Service-City Match,304718
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Other Fringe Benefits,44614
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,2051
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,21553
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,21010
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Retirement,777607
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Retirement|Retire City Misc,751819
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Nurses),29076
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Prem/Oth Adjustment),-3288
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Social Security,309799
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),247739
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),62060
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Unemployment Insurance,12838
Community Health|Public Health|Substance Abuse - Community Care|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,12838
Community Health|Public Health|Substance Abuse - Community Care|Materials & Supplies,98600
Community Health|Public Health|Substance Abuse - Community Care|Materials & Supplies|Materials & Supplies Budget Only,98600
Community Health|Public Health|Substance Abuse - Community Care|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,98600
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services,54954385
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Maintenance Svcs-Building & Structures,21600
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Maintenance Svcs-Building & Structures|Maint Svcs-Buildings & Impvts-Budget,21600
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Maintenance Svcs-Equipment,15683
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Maintenance Svcs-Equipment|Maint Svcs-Equipment-Budget,15683
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Membership Fees,8220
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Membership Fees|Membership Fees,8220
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Other Current Expenses,59195
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,59195
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Professional & Specialized Services,54275019
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Professional & Specialized Services|CHN Services,1394196
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Professional & Specialized Services|Other Medical Services,11952906
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,40760636
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Professional & Specialized Services|Social Services Contracts,154561
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Professional & Specialized Services|Stipends,12720
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Rents & Leases-Buildings & Structures,532961
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Rents & Leases-Buildings & Structures|Rents/Leases-Bldgs & Structures-Budget,532961
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Training,8800
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Training|Training - Budget,8800
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Travel,32907
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Travel|Air Travel - Employees,29513
Community Health|Public Health|Substance Abuse - Community Care|Non Personnel Services|Travel|Non-Air Travel - Employees,3394
Community Health|Public Health|Substance Abuse - Community Care|Overhead,42883
Community Health|Public Health|Substance Abuse - Community Care|Overhead|Overhead,42883
Community Health|Public Health|Substance Abuse - Community Care|Overhead|Overhead|Department Overhead,42883
Community Health|Public Health|Substance Abuse - Community Care|Salaries,4279980
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Holiday Pay,8551
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Holiday Pay|Holiday Pay - Misc,8551
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Overtime,15944
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Overtime|Overtime - Misc,15944
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Permanent Salaries-Misc,3581086
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Permanent Salaries-Misc|Misc-Regular,3581086
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Permanent Salaries-Nurses,574918
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Permanent Salaries-Nurses|Nurses-Regular,574918
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Premium Pay,16763
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Premium Pay|Premium Pay - Misc,16046
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Premium Pay|Premium Pay - Nurses,717
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Temp Salaries-Misc,52258
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,52258
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Temp Salaries-Nurses,30460
Community Health|Public Health|Substance Abuse - Community Care|Salaries|Temp Salaries-Nurses|Temp-Regular-Nurses,30460
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts,449424
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds),449424
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|Adm-Real Estate Special Services,6901
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Water Charges,3007
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-PUC-Light Heat & Power,6001
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),62954
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Central Shops-Auto Maint,13911
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Central Shops-Fuel Stock,58863
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Reproduction,10620
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services-Infrastructure Cost,275667
Community Health|Public Health|Substance Abuse - Community Care|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-DPW-Building Repair,11500
Community Health|Public Health|Substance Abuse - Community Care|Transfer Adjustments-Uses,-1437446
Community Health|Public Health|Substance Abuse - Community Care|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-1437446
Community Health|Public Health|Substance Abuse - Community Care|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-1437446
Culture & Recreation,261040700
Culture & Recreation|Academy of Sciences,4023060
Culture & Recreation|Academy of Sciences|Academy Of Sciences,4023060
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Facilities Maintenance,150000
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Facilities Maintenance|Facilities Maintenance Projects-Budget,150000
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,150000
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits,415997
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Dental Coverage,20624
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,20624
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Health Service,140292
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,61315
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Health Service|Health Service-City Match,78977
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Other Fringe Benefits,5223
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,5223
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Retirement,166734
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Retirement|Retire City Misc,168746
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Prem/Oth Adjustment),-2012
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Social Security,79988
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),64827
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),15161
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Unemployment Insurance,3136
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,3136
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Non Personnel Services,2116169
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Non Personnel Services|Professional & Specialized Services,2116169
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,2116169
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries,1045594
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Holiday Pay,16149
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Holiday Pay|Holiday Pay - Misc,16149
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Overtime,80000
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Overtime|Overtime - Misc,80000
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Permanent Salaries-Misc,932814
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Permanent Salaries-Misc|Misc-Regular,932814
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Premium Pay,16631
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Salaries|Premium Pay|Premium Pay - Misc,16631
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Services of Other Depts,295300
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Services of Other Depts|Services of Other Depts (AAO Funds),295300
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Water Charges,107900
Culture & Recreation|Academy of Sciences|Academy Of Sciences|Services of Other Depts|Services of Other Depts (AAO Funds)|PUC Sewer Service Charges,187400
Culture & Recreation|Arts Commission,9398668
Culture & Recreation|Arts Commission|Art Commission-Administration,1621400
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits,401736
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Dental Coverage,15705
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,15705
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Health Service,168623
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,42049
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Health Service|Health Service-City Match,67847
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Health Service|Health Service-Retiree Health Subsidy,58727
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Other Fringe Benefits,7814
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,4031
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,3783
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Retirement,146536
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Retirement|Retire City Misc,146649
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Prem/Oth Adjustment),-113
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Social Security,60626
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),48871
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),11755
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Unemployment Insurance,2432
Culture & Recreation|Arts Commission|Art Commission-Administration|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,2432
Culture & Recreation|Arts Commission|Art Commission-Administration|Materials & Supplies,2980
Culture & Recreation|Arts Commission|Art Commission-Administration|Materials & Supplies|Materials & Supplies Budget Only,2980
Culture & Recreation|Arts Commission|Art Commission-Administration|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,2980
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services,169283
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Membership Fees,5000
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Membership Fees|Membership Fees,5000
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Other Current Expenses,82583
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,82583
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Professional & Specialized Services,74500
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Professional & Specialized Services|Other Professional Services,71000
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,3500
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Travel,7200
Culture & Recreation|Arts Commission|Art Commission-Administration|Non Personnel Services|Travel|Air Travel - Employees,7200
Culture & Recreation|Arts Commission|Art Commission-Administration|Salaries,810651
Culture & Recreation|Arts Commission|Art Commission-Administration|Salaries|Permanent Salaries-Misc,810651
Culture & Recreation|Arts Commission|Art Commission-Administration|Salaries|Permanent Salaries-Misc|Misc-Regular,810651
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts,236750
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds),236750
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HR-Client Srvs/Recruit/Assess,60003
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rent Paid to Real Estate,95865
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Risk Management Services (AAO),1470
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),8955
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Reproduction,3065
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services-Infrastructure Cost,44597
Culture & Recreation|Arts Commission|Art Commission-Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|TIS-SFGTV Services (AAO),22795
Culture & Recreation|Arts Commission|Civic Collection,74985
Culture & Recreation|Arts Commission|Civic Collection|Facilities Maintenance,75000
Culture & Recreation|Arts Commission|Civic Collection|Facilities Maintenance|Facilities Maintenance Projects-Budget,75000
Culture & Recreation|Arts Commission|Civic Collection|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,75000
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits,3680
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Dental Coverage,153
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,153
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Health Service,1081
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,422
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Health Service|Health Service-City Match,659
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Other Fringe Benefits,44
Culture & Recreation|Arts Commission|Civic Collection|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,44
